"pcd","hotspots","easting","northing","latitude","longitude"
"SW111DY",1,527559,175400,-0.165164350013279,51.4632069167
"SW111EJ",1,527322,175123,-0.168673771600213,51.4607708514195
"SW111EQ",2,527474,175155,-0.166475509004662,51.4610242547525
"SW111HG",3,527683,175131,-0.163477391828446,51.4607615073077
"SW111JG",1,527567,175641,-0.16496237118902,51.4653709592942
"SW111LE",1,527523,175499,-0.165646612378767,51.4641047252372
"SW111LH",1,527510,175498,-0.165834009800739,51.4640986645174
"SW111LJ",1,527443,175491,-0.166800491505361,51.4640508325162
"SW111NJ",2,527497,175007,-0.166197932606322,51.4596890158815
"SW111NP",1,527513,174923,-0.165998016103656,51.4589305142942
"SW111NT",1,527421,175103,-0.167256714984457,51.4605688569485
"SW111NZ",2,527464,174973,-0.166684917315041,51.4593908853556
"SW111PA",1,527480,174917,-0.16647490989204,51.4588840182601
"SW111PN",2,527353,175403,-0.168127033529937,51.4632802228462
"SW111PP",1,527360,175327,-0.168053674606049,51.46259564319
"SW111PR",1,527371,175284,-0.167910893631728,51.4622067326166
"SW111PW",3,527368,175348,-0.167931020456271,51.4627825700603
"SW111PX",2,527409,175161,-0.167408472271309,51.4610927970144
"SW111QL",1,527421,175394,-0.167151943114835,51.4631840503848
"SW111QN",7,527407,175344,-0.167371364970494,51.4627378531202
"SW111QP",1,527428,175293,-0.167087600698176,51.4622747973135
"SW111QX",2,527429,175204,-0.167105259435326,51.4614747366501
"SW111RU",2,527337,175463,-0.168335638909467,51.4638230346877
"SW111SA",5,527280,175454,-0.169158958136871,51.4637549615002
"SW111SY",1,526963,175171,-0.173821297567334,51.4612827864161
"SW111TH",2,526621,174986,-0.178807724984692,51.459696731326
"SW111TN",1,527322,175383,-0.168580233434667,51.4631074521985
"SW111TQ",1,526749,175042,-0.176946241028958,51.4601713824895
"SW111TR",1,527322,175383,-0.168580233434667,51.4631074521985
"SW111XB",1,527588,175552,-0.16469231754884,51.4645663956605
"SW112AT",1,526615,175628,-0.178664349620894,51.4654677106708
"SW112JL",1,527647,175819,-0.163747126211962,51.4669526057307
"SW112JU",1,527712,175806,-0.162816576627555,51.4668211250316
"SW112PD",1,527375,175529,-0.167765160685666,51.4644076286905
"SW112PH",1,527153,176027,-0.170780235181369,51.4689329916961
"SW112PL",1,527110,176140,-0.171358360532425,51.4699581659434
"SW112QP",1,527198,175520,-0.170315000256292,51.4643665160497
"SW112QS",1,527374,175268,-0.16787349158004,51.4620622673993
"SW113AA",2,527477,176441,-0.165969001927583,51.4725807413791
"SW113AG",1,527137,177122,-0.170616822587225,51.4787772592105
"SW113AT",1,527299,176934,-0.168352986450313,51.4770513236478
"SW113BA",1,527133,177186,-0.170651377799996,51.4793533195815
"SW113DH",1,527085,176470,-0.17159952911242,51.4729294616791
"SW113HE",1,527095,176224,-0.171544020144731,51.4707164339847
"SW113QJ",1,526961,176161,-0.173494839177328,51.4701803106555
"SW113RD",1,526624,175881,-0.178444312781501,51.4677394019784
"SW113RX",1,526757,176097,-0.176453222037807,51.4696508373246
"SW113SA",2,526489,175670,-0.180462224731647,51.4658733120572
"SW114LB",1,528652,176831,-0.148918849228172,51.4758198979391
"SW114LG",1,528520,176767,-0.150841724873643,51.4752747157001
"SW114NG",1,527682,176476,-0.163006392982763,51.4728491017744
"SW114PF",1,527447,177269,-0.166102283371548,51.4800286398288
"SW115QJ",1,528081,175616,-0.157576085516808,51.4650303064918
"SW115QW",3,528480,175735,-0.151792200946157,51.4660093872009
"SW115RD",1,528144,175684,-0.156645034581688,51.4656271654622
"SW115RT",1,527588,175552,-0.16469231754884,51.4645663956605
"SW116PL",1,527537,174809,-0.165693829774315,51.4579006042336
"SW116PS",1,527581,174634,-0.165123936191051,51.456317988836
"SW116QU",1,527553,174620,-0.165531760833879,51.4561984752781
"SW120BT",1,528953,173602,-0.145763677300761,51.4467330280425
"SW128JA",1,528428,173246,-0.15344323683687,51.4436528887876
"SW128JB",1,528351,173331,-0.154519774496621,51.4444342118979
"SW128NX",1,528136,173969,-0.157380933158869,51.4502164860658
"SW128PN",1,528562,173769,-0.151326377869423,51.4483226468985
"SW128ST",1,528294,174031,-0.155085955248574,51.4507379306608
"SW129AG",1,528673,173573,-0.149801136159528,51.4465360367975
"SW129AN",1,528740,173603,-0.148826651310634,51.4467904298524
"SW129AS",1,528573,173390,-0.151305740529511,51.4449141311765
"SW129AU",3,528540,173322,-0.151804997551072,51.4443105076856
"SW129AX",1,528497,173223,-0.152459294460258,51.4434305554934
"SW129AY",1,528482,173195,-0.152685161697886,51.4431823226591
"SW129BL",1,528482,173303,-0.15264599441088,51.444152905028
"SW129BN",1,528540,173398,-0.151777421372678,51.4449935096413
"SW129BP",1,528464,173273,-0.152915732585171,51.4438873779535
"SW129BW",3,528488,173337,-0.152547376395349,51.4444570988372
"SW129BX",1,528393,173142,-0.1539842593544,51.4427261808516
"SW129DU",1,528782,174259,-0.147984068032976,51.4526762574662
"SW129DZ",1,528783,174225,-0.147982049954848,51.4523704777952
"SW129EY",2,528648,173309,-0.150256556994909,51.4441691803469
"SW129HD",1,528739,173080,-0.149031092508775,51.4420905324845
"SW129SG",1,528534,173210,-0.151931919065563,51.4433053386789
"SW151EU",1,523728,175752,-0.22015990903716,51.4672200393063
"SW151HJ",1,523256,175858,-0.226914551329735,51.4682755825194
"SW151JN",1,523966,175757,-0.216733609124561,51.4672129402216
"SW151NT",1,523851,175463,-0.218491236369359,51.4645958686635
"SW151RB",1,524029,175361,-0.215965918533585,51.4636402361788
"SW151RG",4,524002,175260,-0.216389777479177,51.4627384433541
"SW151RR",1,523972,175186,-0.216847322941792,51.4620799586027
"SW151SF",2,524059,175467,-0.215497125523944,51.4645863059925
"SW151SG",1,523629,175650,-0.221620049549711,51.4663249621914
"SW151SL",1,524114,175596,-0.214660537415809,51.4657336012523
"SW151SN",1,524167,175532,-0.213920412536843,51.4651468094908
"SW151SP",1,524104,175451,-0.214855276522232,51.4644326553226
"SW151SQ",2,524088,175507,-0.215065846186482,51.464939440673
"SW151SR",4,524071,175366,-0.215359881422825,51.4636759754336
"SW151SS",1,524041,175285,-0.21581990487152,51.462954584929
"SW151SU",1,524014,175187,-0.216242708759314,51.462079753983
"SW151TW",3,524006,175390,-0.216286673865847,51.463905898672
"SW152JX",1,524245,175514,-0.21280445546275,51.4649679393051
"SW152NS",1,524207,175498,-0.213356820119077,51.4648324778834
"SW152PD",1,524161,175492,-0.214020777041676,51.4647886387018
"SW152PU",1,524440,175276,-0.210082470152394,51.4627862018104
"SW152RB",1,524518,174808,-0.209124899326136,51.4585630877544
"SW152SH",3,524061,175032,-0.215620841289619,51.460676454496
"SW152SP",1,524324,174954,-0.211864520598986,51.4599178095345
"SW152SW",1,524213,174983,-0.213451248090033,51.460202781639
"SW152TD",1,524347,174896,-0.211554006387843,51.4593915081486
"SW152TT",1,524347,174896,-0.211554006387843,51.4593915081486
"SW152TX",1,523996,175006,-0.216565091328156,51.4604570169359
"SW153DT",1,521953,172597,-0.246787074655976,51.4392499650072
"SW153NG",1,523661,174217,-0.221660260533364,51.4534393337021
"SW154DQ",1,522251,173739,-0.242107680550918,51.4494493091536
"SW154HL",1,522444,173863,-0.23928880491371,51.4505220746802
"SW154JL",1,522329,173558,-0.241048284704275,51.4478057790747
"SW156SE",1,523898,175040,-0.217963089290407,51.4607840191003
"SW156SN",1,523527,175206,-0.223242680325689,51.4623569004278
"SW156TD",1,523905,175090,-0.21784487733163,51.4612318469035
"SW166NG",1,529279,171038,-0.142010378250088,51.4236165399381
"SW166NU",1,528949,170621,-0.146905581246921,51.4199441150113
"SW170NA",1,526961,171745,-0.175077983520577,51.4304938408092
"SW170NY",1,526096,172430,-0.187270476555793,51.4368429434456
"SW170QT",1,526925,171325,-0.175745894883792,51.426727352627
"SW170RG",2,527490,171579,-0.167532273414132,51.4288833445248
"SW170RN",1,527379,171410,-0.169188765687713,51.4273894825686
"SW170RN",1,527379,171410,-0.169188765687713,51.4273894825686
"SW170SN",1,527590,171611,-0.166083117815156,51.4291484422883
"SW170SP",3,527507,171524,-0.167307652054733,51.42838523991
"SW170SU",1,527415,171383,-0.168680932455789,51.4271387489907
"SW171EG",1,527625,171548,-0.165602616553713,51.4285743896661
"SW177BA",1,528086,172389,-0.158671303108809,51.4360284799668
"SW177BD",1,528157,172476,-0.157618965366567,51.4367942998214
"SW177BQ",1,528325,172812,-0.155081659174571,51.439775903039
"SW177EG",1,527554,173444,-0.165940958471573,51.4456296222422
"SW177HR",1,527526,173093,-0.166469993870557,51.4424815050035
"SW177PB",1,527811,172174,-0.162702948419245,51.4341583364472
"SW177PD",1,527857,172231,-0.162020999005356,51.4346602228173
"SW177TS",1,527982,172295,-0.160200618948301,51.4352071902066
"SW178BH",1,528417,172038,-0.154039161621448,51.4327992198488
"SW179AH",1,527555,170962,-0.166819727806199,51.4233237696605
"SW179JG",1,528020,170879,-0.160165484143187,51.4224731155129
"SW179NA",4,527548,171352,-0.166780092108307,51.4268302633153
"SW179NG",1,527640,171230,-0.165501432665359,51.4257131600136
"SW179PA",2,527497,171478,-0.16746795428936,51.4279740869842
"SW179PD",1,527650,171280,-0.165339681489294,51.4261602581628
"SW179PE",1,527752,171183,-0.163908318683772,51.425265561684
"SW181AA",1,526153,174837,-0.185593583939274,51.4584620590058
"SW181DG",1,525916,175361,-0.188816615320738,51.46322397793
"SW181EG",1,525714,175084,-0.191821264070702,51.4607794274726
"SW181EW",2,525937,175156,-0.18858743046035,51.4613769700109
"SW181JT",1,526041,175255,-0.187055947434693,51.4622435581782
"SW181NP",1,525080,175033,-0.20096044789083,51.4604614041301
"SW181SS",1,525922,175026,-0.18884948381362,51.4602119902839
"SW181TB",1,525976,175288,-0.187979359379238,51.4625545867592
"SW181TG",1,525926,174983,-0.188807236456718,51.4598246590138
"SW181TS",1,526147,175482,-0.185450002938576,51.4642600172842
"SW182EW",1,526287,174754,-0.183695492136169,51.4576862880213
"SW182PT",1,525719,174612,-0.19191696768951,51.4565364319118
"SW183SH",1,526963,173926,-0.174267776945648,51.4500940176422
"SW184AD",1,525739,174372,-0.191714498651185,51.4543751021771
"SW184DJ",1,525830,174034,-0.1905256100732,51.4513172816602
"SW184DU",1,525935,173734,-0.189122006689683,51.4485978467471
"SW184DW",1,525794,174176,-0.190992977701221,51.4526014344815
"SW184EJ",1,525886,173177,-0.190024708530165,51.4436029405881
"SW184ES",1,526041,172978,-0.187866415180906,51.4417800784653
"SW184ET",1,525942,172776,-0.189361895033491,51.439986691876
"SW184HP",1,526082,172884,-0.187310257937969,51.4409261795327
"SW184SR",2,526115,172901,-0.18682965564584,51.4410716200639
"SW184TF",4,525564,174482,-0.194192798060929,51.4554024803737
"SW184TG",6,525564,174482,-0.194192798060929,51.4554024803737
"SW184TQ",3,525569,174595,-0.194080794152109,51.4564169105283
"SW184TS",1,525564,174482,-0.194192798060929,51.4554024803737
"SW185JL",1,525211,173681,-0.199553924387873,51.4482819231483
"SW185LD",1,525423,172913,-0.196776687486924,51.4413329671055
"SW185LS",2,524797,173259,-0.20565707861781,51.4445806520697
"SW185LT",1,524835,173303,-0.205095071289791,51.4449677195593
"SW185RJ",1,524774,173318,-0.205967076148314,51.445115955849
"SW185SW",1,525244,173974,-0.198975678193135,51.4509078519246
"SW1E6QX",2,529548,177434,-0.13580363390189,51.4810346267984
"SW83HE",1,528871,176445,-0.145907877862461,51.4723011987751
"SW83QH",1,528712,176491,-0.148179131893084,51.4727507500611
"SW84AG",1,528929,177075,-0.144843577822073,51.4779496731726
"SW84BT",1,528792,176931,-0.146867686910368,51.4766867532112
"SW84UQ",1,529455,176516,-0.137478230147579,51.4728060678361
"SW85BH",1,529342,177361,-0.138795211899305,51.4804256932912
