"pcd","hotspots","easting","northing","latitude","longitude"
"BR14JY",1,538855,171096,-0.00434576085394607,51.4218748188842
"BR14PH",1,538858,171466,-0.00415778316238319,51.4251989501464
"BR14PQ",1,538931,171321,-0.00316529194130082,51.4238780894456
"SE120AJ",1,540324,173564,0.0177447013231184,51.4436908059434
"SE128RA",1,539947,174375,0.0126440621029518,51.4510716419642
"SE128RG",1,539875,174882,0.0118088617673658,51.4556453131792
"SE128RU",1,539688,175066,0.00919178587527862,51.4573448661815
"SE128SS",1,539928,174849,0.01255813345796,51.4553356905103
"SE135HB",1,538597,174945,-0.00654850972450465,51.4565254647485
"SE135JH",2,538284,175651,-0.010774793945367,51.4629461262208
"SE135JJ",1,538284,175651,-0.010774793945367,51.4629461262208
"SE135JW",1,538208,175875,-0.0117806242831511,51.4649775595701
"SE135JX",2,538374,175619,-0.00949258539545687,51.4626365951947
"SE135LD",1,538448,175587,-0.00844056393601809,51.4623309606818
"SE135PJ",1,539353,175177,0.00441687809478679,51.4584248033154
"SE136AA",1,538286,175351,-0.0108632483058421,51.4602498079516
"SE136BB",1,538358,175582,-0.00973722266732436,51.4623080176212
"SE136BE",1,538366,175576,-0.00962448389425262,51.4622521472105
"SE136JG",2,538287,175543,-0.0107738402868659,51.4619748952644
"SE136JL",2,538248,175370,-0.0114024550563279,51.4604298177101
"SE136JP",2,538202,175302,-0.0120907189118467,51.4598299850551
"SE136LE",1,537995,174885,-0.0152309514793995,51.4561332243336
"SE136LY",1,538204,175189,-0.0121060723738426,51.4588140666864
"SE136NR",1,538016,174809,-0.0149585231255102,51.4554451638007
"SE137EP",6,538223,175521,-0.0117031053595404,51.4617928195227
"SE137EY",1,538085,175355,-0.0137530679770916,51.4603347768145
"SE137HB",2,538159,175529,-0.0126206512918108,51.4618803196262
"SE137PY",3,538271,175938,-0.0108496583360876,51.4655283091191
"SE137RZ",1,538039,175852,-0.0142209103155444,51.4648120868902
"SE137SN",3,537772,175921,-0.0180352243754914,51.4654971306424
"SE145BA",1,535653,177021,-0.0480991579060367,51.4758934647087
"SE146AA",1,536242,176926,-0.0396599671438966,51.4748983634799
"SE146AF",2,536394,176985,-0.0374499613351191,51.4753919597823
"SE146AG",1,536606,177020,-0.0343857756885652,51.4756553732832
"SE146AR",1,536234,176954,-0.03976429865724,51.4751519028032
"SE146AS",1,536342,177007,-0.0381897565012015,51.4756021795415
"SE146TP",1,537077,176836,-0.0276794288890906,51.4738880955357
"SE146TQ",1,537112,176988,-0.0271168663149455,51.4752455199629
"SE231DY",1,536074,174087,-0.0431690894765073,51.4494267340507
"SE231EX",1,535993,173704,-0.0444810767649489,51.4460044206597
"SE231HH",1,535816,173303,-0.0471802143581879,51.4424433413189
"SE231LN",1,536257,173950,-0.0405899254114162,51.4481516492173
"SE231NW",1,536381,174325,-0.0386622172025017,51.451491678034
"SE232LD",1,535495,172999,-0.0519123536385534,51.4397882997622
"SE233HD",1,535388,172923,-0.0534799327029509,51.4391308964917
"SE233HE",1,535353,172952,-0.0539721098312842,51.4393998574539
"SE233TR",1,535337,172895,-0.0542239398356351,51.438891453765
"SE233TW",1,535320,172891,-0.0544699038815495,51.4388595657636
"SE233TY",1,535161,172973,-0.056724828724356,51.4396343737829
"SE233XZ",1,535291,172814,-0.0549162806295773,51.4381745353992
"SE264BB",1,534944,172024,-0.0602063622812966,51.4311579631007
"SE264PR",1,536794,172115,-0.0335755369348169,51.4315325252482
"SE264PU",2,536774,171928,-0.0339352026120764,51.4298569157963
"SE265EU",1,535373,171550,-0.0542199443454788,51.4267961822369
"SE265RP",1,536164,171463,-0.0428829259103038,51.4258250474247
"SE265SJ",1,536575,171808,-0.0368421770636069,51.428826514583
"SE265UA",3,535655,171493,-0.0501880566250011,51.4262165896336
"SE30AY",1,539600,176000,0.00829443723554871,51.4657594748745
"SE30BH",1,539577,176122,0.0080116774587261,51.4668614335031
"SE30BN",1,539534,176138,0.00739935232671839,51.4670158037018
"SE30BS",1,539522,176091,0.00720817403100477,51.4665964179963
"SE30BU",2,539591,176049,0.00818429111505897,51.466202006324
"SE30QJ",1,539267,176221,0.00359071021610256,51.4678273534137
"SE30RL",1,539686,176276,0.00964065132290197,51.4682184043102
"SE30RW",1,539710,176331,0.0100076674661122,51.4687067135347
"SE30TA",1,539628,176123,0.00874580220693655,51.4668578499005
"SE39LE",1,539632,175992,0.00875164857050284,51.4656796997263
"SE41TF",1,536708,176101,-0.0332732011037328,51.4673724339666
"SE42AH",1,536538,174791,-0.0362244711337443,51.4556414686279
"SE42DH",1,536383,174540,-0.0385506407151054,51.4534232436748
"SE42RR",1,536477,175776,-0.0367220577912087,51.4645076138095
"SE42RW",1,536461,175771,-0.0369541704127261,51.4644665371419
"SE62DD",2,537798,173653,-0.0185439500573356,51.4451102189806
"SE62DE",1,537889,173647,-0.0172376822457954,51.4450341738071
"SE62PG",1,537913,172436,-0.0173638839436162,51.4341460852041
"SE63NU",1,538220,171616,-0.0132699012428857,51.4267026893335
"SE64AA",1,537801,173799,-0.0184440113056665,51.4464214700018
"SE64AF",1,537857,173922,-0.0175908206284413,51.4475131511018
"SE64BD",1,537732,173646,-0.019495769770872,51.445063355667
"SE64BJ",1,537744,173689,-0.0193064859222391,51.4454468452843
"SE64DH",1,536921,172560,-0.0315778801341295,51.435500763085
"SE64HH",1,537689,173710,-0.0200892442091092,51.4456489170019
"SE64HQ",3,537701,173765,-0.019895297728626,51.4461402416522
"SE64HW",2,537756,173894,-0.0190541941477766,51.4472860938313
"SE64JD",1,537830,174012,-0.0179440838744275,51.4483284716029
"SE64JU",2,537645,173772,-0.0206978915431209,51.4462167459111
"SE64SP",2,537525,173646,-0.0224724878038779,51.4451136126925
"SE83NT",2,537131,177601,-0.0266057053095304,51.480749435997
"SE84AA",1,537175,177181,-0.0261354367628055,51.476964591051
"SE84EJ",1,537384,176565,-0.0233671649061665,51.4713784523147
"SE84RT",1,537213,177174,-0.0255913201922661,51.4768924807305
"SE85DB",1,536589,178076,-0.0342223948787502,51.4851489006002
"SE85DQ",1,536062,178516,-0.0416381142643036,51.4892297590287
"SE85RE",1,536594,178136,-0.0341272399341162,51.4856868654932
