"pcd","hotspots","easting","northing","latitude","longitude"
"E105AB",1,538088,187898,-0.00880013809524055,51.5730456661894
"E105NA",2,538028,186556,-0.0101919733785922,51.5610012236952
"E105NH",6,538148,185920,-0.00871162560746309,51.5552568136011
"E105PS",1,538295,186244,-0.0064653312161006,51.5581322705638
"E106AJ",1,537892,188312,-0.0114641937128218,51.5768137703071
"E106AS",1,537823,188151,-0.0125224094288967,51.5753838942264
"E106JT",1,538257,187489,-0.00652387182248978,51.5693290486057
"E106NN",1,538071,187101,-0.00935817314835586,51.5658880436495
"E106RF",1,538116,187501,-0.00855228501104895,51.5694714039654
"E107AA",1,537917,188034,-0.0112127043706267,51.5743095722941
"E107DN",1,537743,188041,-0.0137192075724673,51.5744149759186
"E107DP",1,537784,188072,-0.0131157989731581,51.5746835299795
"E107EQ",1,537745,188121,-0.0136590237855614,51.5751333630038
"E107JQ",1,537086,187325,-0.0234729524159592,51.5681409992523
"E107PQ",1,536621,187433,-0.0301358991518793,51.5692242448092
"E111HE",1,539344,187428,0.00912563722656435,51.5685135760491
"E111HG",1,539338,187395,0.00902605044334731,51.5682185251161
"E111HH",3,539547,187543,0.0120983022312727,51.5694967873519
"E111HL",1,539541,187533,0.0120078193780945,51.5694084128302
"E111HQ",1,539444,187377,0.010547308917752,51.5680306006527
"E111HR",1,539685,187696,0.0141489202894,51.5708374745328
"E111HT",2,539550,187619,0.012171716339944,51.5701789669102
"E113AA",1,539510,187440,0.0115239350919581,51.5685803963576
"E113AR",1,539781,187583,0.0154882886405343,51.5697983101074
"E113AW",1,539699,187626,0.0143229883488195,51.5702050034334
"E113DA",2,539452,187216,0.0105988290242787,51.5665819070479
"E113HR",1,539190,186129,0.00639122469820822,51.5568789597971
"E114EA",1,538917,187040,0.00281550735567863,51.5651323252002
"E114EL",2,538646,186513,-0.00129942513622286,51.560463391459
"E114HH",1,539101,185749,0.00495809513123373,51.5534862630039
"E114JU",1,539190,186268,0.00644619782757113,51.5581279940659
"E114RE",1,539348,186844,0.00895197241066156,51.5632648634022
"E173AX",2,537324,189071,-0.0193592263209891,51.5837726486104
"E173AY",1,537308,189141,-0.0195626586017498,51.5844055607083
"E173HX",2,538342,189584,-0.00447371993685892,51.588133653072
"E173JX",1,538366,189762,-0.00405740662413219,51.5897272499068
"E173LX",1,538424,189472,-0.0033349777064433,51.5871071162071
"E173QN",1,538587,189353,-0.00103065711500037,51.5859977710329
"E174EE",2,538279,190292,-0.00510379391155955,51.5945110988826
"E174JG",1,538084,190039,-0.00801658625996517,51.5922854583569
"E174QN",1,537272,189286,-0.0200252844986197,51.5857172871357
"E175DU",1,537164,190997,-0.0209149311749796,51.60111852812
"E175JN",1,536602,189652,-0.0295475232766265,51.589168828911
"E176JJ",1,535755,189375,-0.0418732806994024,51.5868842072508
"E177AD",1,536439,188858,-0.032207240885013,51.5820733831876
"E177BH",2,537116,189147,-0.0223297679355473,51.5845061817416
"E177BU",1,536980,189107,-0.0243070613589363,51.5841797857619
"E177HB",1,536161,188764,-0.0362534196237805,51.5812958641718
"E177JR",6,537017,189018,-0.0238080685438258,51.5833710469368
"E177LD",2,536524,188855,-0.0309824032435407,51.5820258602103
"E177LP",1,537286,188986,-0.019940544648474,51.583018091625
"E177LS",1,537315,189024,-0.0195074074488416,51.5833524994848
"E177PJ",2,536406,188705,-0.0327425998361686,51.5807065005067
"E177QJ",1,537094,188802,-0.022781687698152,51.5814113668523
"E177RJ",1,536473,188830,-0.0317277122790039,51.5818135499731
"E178AA",1,536403,188507,-0.0328627064774584,51.5789279904835
"E179AH",1,537677,188202,-0.0146079476511167,51.5758778207013
"E179BE",1,537545,188433,-0.0164212027205764,51.5779857693483
"E179GZ",1,537269,188946,-0.0202013727017929,51.5826627901727
"E179NJ",1,537761,188947,-0.0131045665641654,51.5825518374155
"E179QE",1,537361,188932,-0.0188798692001584,51.5825145918037
"E46AL",1,539194,194613,0.00981159548355456,51.6331134234447
"E46AP",1,539079,194625,0.00815582737608641,51.6332496685244
"E46BA",1,539680,194131,0.0166370041296212,51.6286619728048
"E46NT",1,538546,192828,-0.000250607962764391,51.6172336044165
"E46RB",1,537593,193780,-0.0136331514663826,51.6260216989535
"E46SH",2,537308,192829,-0.0181202061897042,51.6175456672617
"E46SJ",1,537366,192876,-0.0172645861067352,51.6179538659271
"E46ST",1,537383,193070,-0.0169431971442991,51.6196929836767
"E47BJ",2,538762,194384,0.00348308172166918,51.6311623095851
"E47BQ",1,538829,194459,0.00448019396647287,51.6318197273716
"E47BU",1,538933,194478,0.00598938410461426,51.6319648067481
"E47EA",1,538387,194461,-0.00190108506398485,51.6319464964411
"E47HQ",1,538500,194000,-0.000451641991662933,51.6277762683299
"E47PP",1,537786,194732,-0.0104724719384502,51.6345290364045
"E47PR",1,537628,194815,-0.0127213944194859,51.6353135035771
"E47PU",1,537568,194782,-0.0136007688914709,51.6350316336147
"E48BX",1,537343,193063,-0.0175233533520782,51.6196398356347
"E48DB",2,537329,192945,-0.0177716559633604,51.6185829129427
"E48DE",1,537320,192875,-0.0179289793351115,51.6179560938921
"E48JA",1,536343,192317,-0.0322487912170033,51.6131792041186
"E48JL",1,537385,192658,-0.0170757156232986,51.6159903079863
"E48JN",1,537388,192733,-0.0170030358805085,51.6166635186334
"E48LP",1,537336,192626,-0.0177955203588898,51.6157147050604
"E48LU",1,537341,191964,-0.0179825098585348,51.6097648167815
"E48QF",1,536565,191906,-0.0292045499986894,51.6094322115117
"E48SN",1,537220,191635,-0.0198574610533874,51.6068379234383
"E48TD",1,536932,191642,-0.0240109560314976,51.6069708693718
"E49EY",1,538178,192799,-0.00557391975492481,51.6170633899563
"E49JD",2,538411,191926,-0.00255513645301561,51.6091615759881
"E49LA",1,538581,191841,-0.000135285552145167,51.6083560042104
"E49LD",1,538617,191845,0.000385832732288792,51.6083830941271
"E49PB",1,538712,191662,0.00168450143092923,51.6067153174598
