"pcd","hotspots","easting","northing","latitude","longitude"
"HA01ET",1,518102,183495,-0.298524624945534,51.5380111522792
"HA01HG",1,518004,183365,-0.299980514263621,51.5368632589879
"HA01JH",1,517654,183117,-0.305107321634311,51.5347073478255
"HA01JQ",1,518148,183265,-0.297938794885501,51.5359344255242
"HA02AF",2,517972,185070,-0.299870648249594,51.5521935177203
"HA02DB",1,518011,185078,-0.299305732038802,51.5522572691618
"HA02LP",1,516768,185440,-0.317105254317193,51.5557691084193
"HA02QP",1,515904,185947,-0.329395116455943,51.5605037923958
"HA03HU",1,516581,186163,-0.319561849302671,51.5623057100711
"HA04PJ",1,518170,183944,-0.29739403298203,51.5420322913629
"HA04QG",1,518179,184237,-0.297166019494472,51.5446637238841
"HA04QH",1,518180,184173,-0.297173077876673,51.544088319708
"HA04TQ",1,518069,184852,-0.298545369764781,51.5502139904429
"HA13UJ",1,516346,187581,-0.322481450674361,51.5750984660653
"HA30PZ",1,518298,187301,-0.294420923425072,51.5721761783467
"HA30QH",1,518386,187556,-0.29306589286339,51.5744495018204
"HA71QL",1,518726,189683,-0.287443435888508,51.5934940948386
"HA90BU",1,519073,185665,-0.283797175520787,51.5573099302304
"HA90DF",1,519300,186000,-0.280410790520429,51.5602727683739
"HA90FD",2,519082,185589,-0.283693127279296,51.5566249945174
"HA90FJ",1,519232,185855,-0.28144038645167,51.5589839706955
"HA90PA",1,518998,185563,-0.284912992615731,51.5564090317569
"HA90QZ",1,518930,185719,-0.285840673266479,51.5578253841543
"HA90RB",1,518955,185818,-0.285446764738336,51.5587098651353
"HA90TG",2,519073,185665,-0.283797175520787,51.5573099302304
"HA90WS",1,519361,185604,-0.279665548431366,51.5567008980748
"HA96AA",2,518498,185219,-0.292237559847331,51.5534225190578
"HA96AG",1,518840,185184,-0.287318903131341,51.5530360968178
"HA96AH",2,518520,185262,-0.291905918505832,51.553804359881
"HA97AF",1,518255,185095,-0.295782451104643,51.5523590170626
"HA97AY",1,518372,185249,-0.294043967466762,51.5537185650636
"HA97BH",3,518294,185200,-0.295184936322089,51.553294526476
"HA97BP",1,518248,185178,-0.295855488907262,51.5531064371594
"HA97RH",1,518437,185301,-0.293089387275326,51.5541722810652
"HA98BQ",1,518921,185361,-0.286091381638625,51.5546098080056
"HA98DF",1,518683,185623,-0.289434283624553,51.5570145677389
"HA98DS",1,518972,185487,-0.285313534347963,51.5557314718512
"HA98HP",1,519115,186160,-0.283024093187321,51.5617498013823
"HA98HQ",1,519224,186210,-0.281435463439882,51.5621761596971
"HA98NE",1,518316,187021,-0.294255510884368,51.569655942312
"HA98NG",1,518240,187023,-0.295350892879152,51.5696898435384
"HA98PB",1,518293,187185,-0.294532053326536,51.5711346918062
"HA98TS",2,519275,186107,-0.280734991704942,51.5612396934954
"HA99AA",1,519374,186344,-0.279227110418729,51.5633487622145
"HA99AB",1,519466,186469,-0.2778580606662,51.56445271351
"HA99AG",1,519426,186389,-0.278462014870957,51.5637421928709
"HA99AH",1,519432,186362,-0.278384661070395,51.5634982663399
"HA99EX",1,519606,186524,-0.275820566200611,51.5649173694603
"NW100AA",1,521459,185922,-0.249308173818292,51.5591114444227
"NW100EA",1,520765,186363,-0.259163023805969,51.563223672489
"NW100NX",1,520617,185079,-0.261737115759393,51.5517157057302
"NW100TL",1,521048,185333,-0.255436574819426,51.5539062445971
"NW101AT",1,521648,185670,-0.246670257202945,51.5568059908326
"NW101JJ",1,522100,185400,-0.240247293390352,51.554281906951
"NW101QB",1,521477,185825,-0.249082128428302,51.5582358163415
"NW101QJ",2,521305,185992,-0.251504433109234,51.5597736543855
"NW102JH",1,521776,184760,-0.245139596367059,51.5486000836868
"NW102PB",1,522466,184672,-0.235224078479987,51.5476600321552
"NW102PX",1,522864,184639,-0.229498692172701,51.5472770256853
"NW102QG",1,523159,184698,-0.225225881055666,51.5477430186324
"NW102SL",1,522823,184597,-0.230104321591374,51.5469084842569
"NW102TA",1,522926,184609,-0.228615484043078,51.5469939235268
"NW102TE",1,523118,184665,-0.225828404398028,51.5474553833741
"NW103JD",1,523807,182793,-0.21655483356707,51.53048103838
"NW103JN",1,523558,183276,-0.219973312273236,51.5348762840655
