"","pcd","hotspots","easting","northing","latitude","longitude"
"3146","SW74EJ",2,525890,178963,-0.187908116671124,51.4956009249204
"3147","SW74LJ",1,526215,178724,-0.183314314992091,51.4933806487564
"3148","SW74LL",1,526172,178835,-0.183893732904236,51.4943877889979
"3149","SW74PL",1,526183,179249,-0.183587463920597,51.4981059329713
"3150","SW74PP",1,526191,179342,-0.183439046948928,51.4989399346408
"3151","SW74RB",1,526152,179364,-0.183992732718922,51.4991463441367
"3152","SW74SE",1,526207,178947,-0.183349816798914,51.4953865227126
"3153","SW74SF",2,526196,178848,-0.183543557289268,51.4944992678828
"3154","SW74SF",1,526196,178848,-0.183543557289268,51.4944992678828
"3155","SW74SP",1,526219,178940,-0.183179548677064,51.495320937635
"3156","SW74SS",3,526296,178821,-0.182113493849239,51.4942343115636
"3157","SW74SX",1,526321,178756,-0.181776810266948,51.4936445803821
"3158","SW74TE",2,526350,178695,-0.181381117771733,51.4930899030004
"3159","SW74XR",1,525890,178963,-0.187908116671124,51.4956009249204
"3160","SW75JX",1,526502,178804,-0.179153786814819,51.4940355222703
"3161","SW75PL",1,526183,179280,-0.183576387975456,51.4983845282614
"3162","SW75QL",1,526362,179444,-0.180940395894609,51.4998184381381
"3163","W105FP",1,524311,182007,-0.209569945943701,51.5233066049782
"3164","W105NA",1,524262,181484,-0.210460119474192,51.5186171545177
"3165","W105NE",1,524313,181347,-0.209773742687653,51.5173747190106
"3166","W105TD",1,524445,181555,-0.207798961273647,51.5192149865301
"3167","W105TY",1,524488,181535,-0.207186597772262,51.5190257801158
"3168","W106HJ",2,524277,181333,-0.210297240081751,51.5172568137811
"3169","W106HJ",1,524277,181333,-0.210297240081751,51.5172568137811
"3170","W106SZ",1,523755,180785,-0.218008655036508,51.5124463761106
"3171","W106UG",1,523789,180954,-0.217459663048256,51.5139577531336
"3172","W111AB",1,524920,181764,-0.200882512539426,51.5209885231645
"3173","W111LJ",2,524587,181337,-0.205830422052801,51.5172245436366
"3174","W111LT",2,524563,181323,-0.20618107367292,51.5171040127392
"3175","W111LU",1,524610,181237,-0.205534439094412,51.5163207730231
"3176","W111PR",1,524315,181261,-0.209775237870859,51.516601393409
"3177","W111PY",1,524367,181248,-0.209030794551373,51.5164731274258
"3178","W111QS",1,524437,181348,-0.207987221581168,51.5173564311216
"3179","W111QT",1,524222,181233,-0.21112470218637,51.5163701940519
"3180","W112AA",1,525053,180983,-0.199243408962397,51.51394028
"3181","W112EB",1,524677,181152,-0.204599393581049,51.5155421076487
"3182","W112ED",1,524643,181150,-0.205089835432896,51.515531628872
"3183","W112QA",1,524766,180903,-0.203405487561664,51.5132847105449
"3184","W112SU",1,525251,181048,-0.196368460366587,51.5144806151569
"3185","W113BG",1,524797,180350,-0.203154537086376,51.508308047376
"3186","W113DA",1,525142,180647,-0.198080659728083,51.5109009620644
"3187","W113HL",1,525224,180494,-0.196953945345713,51.5095078024779
"3188","W113HQ",1,525173,180496,-0.197687738927943,51.5095370655558
"3189","W113HT",1,525296,180481,-0.195921615949069,51.5093750262681
"3190","W113HT",1,525296,180481,-0.195921615949069,51.5093750262681
"3191","W113JE",1,525451,180528,-0.193672607945813,51.5097630564553
"3192","W113JJ",1,525386,180458,-0.194633610918615,51.5091483811699
"3193","W113JS",2,525255,180419,-0.19653409922408,51.5088269138251
"3194","W113LB",3,525091,180377,-0.198910881178585,51.5084857535138
"3195","W113NW",1,524826,180440,-0.202705059214978,51.5091104803396
"3196","W113QA",3,525164,180453,-0.197832606201792,51.5091526163415
"3197","W113QE",2,525117,180438,-0.198514813423237,51.5090282100197
"3198","W113QG",1,525027,180416,-0.199818775929962,51.5088503972583
"3199","W113QY",1,524731,180299,-0.204123070737456,51.5078642668246
"3200","W113RB",2,524576,180228,-0.206380371093933,51.5072603452783
"3201","W113RB",1,524576,180228,-0.206380371093933,51.5072603452783
"3202","W114NH",1,524248,180480,-0.211015325814854,51.5095972278204
"3203","W114QG",1,524389,180156,-0.20909880369354,51.5066544302916
"3204","W114QS",1,524151,180115,-0.212540716307987,51.5063382463626
"3205","W114UA",2,524491,180177,-0.207622475300498,51.5068207193611
"3206","W114UL",2,524104,179977,-0.213266083773677,51.5051083427985
"3207","W128LB",1,523866,179924,-0.216712064027764,51.5046841898914
"3208","W148NL",1,524506,179026,-0.207812306197296,51.4964733136751
"3209","W148PB",2,524947,178655,-0.201594038187604,51.4930419183304
"3210","W148PS",1,524843,178889,-0.203008615273856,51.4951678390526
"3211","W148PU",1,524771,178836,-0.204063959423104,51.494707404886
"3212","W24LW",1,525529,180553,-0.192540355411177,51.5099704247102
"3213","W84BG",1,525453,179954,-0.193847805308932,51.5046040854516
"3214","W84DP",1,525365,180417,-0.194950613270925,51.5087845697593
"3215","W84EH",1,525665,179811,-0.190845814675351,51.5032718943282
"3216","W84EP",5,525661,179739,-0.190929039907102,51.502625720706
"3217","W84HP",1,525763,179751,-0.189455987435458,51.5027108990489
"3218","W84LT",1,525530,179801,-0.192793371590016,51.5032119960203
"3219","W84NP",1,525502,179585,-0.193273346795017,51.501277019177
"3220","W84PF",1,525763,179751,-0.189455987435458,51.5027108990489
"3221","W84PX",1,525824,180003,-0.188487790019359,51.5049620496285
"3222","W84SG",1,525572,179634,-0.192247964435025,51.5017018491591
"3223","W84SH",1,525592,179655,-0.191952504749703,51.5018861363335
"3224","W85BJ",1,525853,179451,-0.18826693036467,51.499994796014
"3225","W85ED",1,525778,179680,-0.18926528234856,51.5020694897269
"3226","W85EP",1,525784,179536,-0.189230180858231,51.5007740323927
"3227","W85HY",1,525617,179473,-0.191657260701089,51.5002449555772
"3228","W85NP",3,525846,179679,-0.188286465899185,51.5020453808582
"3229","W85RY",1,525608,179386,-0.191817797408102,51.4994650861632
"3230","W85SA",1,525617,179473,-0.191657260701089,51.5002449555772
"3231","W85SA",1,525617,179473,-0.191657260701089,51.5002449555772
"3232","W85SE",1,525686,179609,-0.190615319632798,51.5014518605968
"3233","W85SF",1,525557,179527,-0.192502003805942,51.500743570928
"3234","W85SL",1,525531,179510,-0.192882426805535,51.5005965614551
"3235","W85SN",1,525575,179377,-0.19229615844262,51.4993915283123
"3236","W85SQ",1,525617,179473,-0.191657260701089,51.5002449555772
"3237","W86BA",2,525311,179393,-0.196091767218084,51.499593851163
"3238","W86ED",1,525222,179168,-0.197453047296605,51.4975914775736
"3239","W86HE",1,525088,179179,-0.199378520011117,51.4977199734716
"3240","W86LA",1,525554,179118,-0.19269060909828,51.4970685583006
"3241","W86NA",1,525097,179279,-0.199213514175289,51.4986166860581
"3242","W86SA",2,525207,179338,-0.197608751897671,51.4991225893531
"3243","W86SU",4,525446,179479,-0.194117369695979,51.5003368174211
"3244","W86UX",1,525361,179382,-0.195375728231984,51.4994839181703
"3245","W87AR",1,525117,180161,-0.198612999692438,51.5065388097956
"3246","W87DU",1,525400,179526,-0.194763037959348,51.5007694035222
"3247","W87LN",1,525385,180169,-0.194750672590858,51.5065513641257
"3248","W87NX",1,525403,179659,-0.194672606293993,51.5019640089492
"3249","W87RG",3,525244,179438,-0.1970405329706,51.5000131014631
"3250","W87RL",2,525422,179539,-0.19444163729235,51.5008813579015
"3251","W87RP",1,525431,179537,-0.194312754258356,51.5008613887052
"3252","W87TA",1,525154,180359,-0.198009956501588,51.5083100511471
"3253","KT11BL",1,518016,169160,-0.304547268009507,51.409192534767
"3254","KT11BP",1,518083,169202,-0.303570420747612,51.40955608299
"3255","KT11BQ",1,517946,169149,-0.30555691414713,51.4091082193305
"3256","KT11BS",1,518047,169167,-0.30409943007688,51.4092490025507
"3257","KT11BW",1,518129,169254,-0.302892032237249,51.4100138701176
"3258","KT11DJ",3,518187,169261,-0.302056152290694,51.4100647104097
"3259","KT11EE",1,518113,169162,-0.303152587192902,51.4091903351636
"3260","KT11ET",1,517905,169119,-0.306156100496298,51.4088471066385
"3261","KT11EU",1,517886,169005,-0.306467007731778,51.4078264578148
"3262","KT11EY",1,517864,169115,-0.306746648046131,51.4088196703699
"3263","KT11HL",1,517794,169044,-0.307776190261658,51.4081960750328
"3264","KT11HN",1,517773,168936,-0.308113807860395,51.4072297624565
"3265","KT11HT",1,517804,169174,-0.307589341900657,51.409362398209
"3266","KT11HX",1,517778,169184,-0.307959680043419,51.4094576702176
"3267","KT11JH",2,517929,169206,-0.30578229078026,51.4096240485137
"3268","KT11JP",1,517891,169255,-0.306312133011548,51.4100723377769
"3269","KT11JT",3,517866,169147,-0.306707281295241,51.4091068606966
"3270","KT11LQ",1,517794,168834,-0.307845863076858,51.4063086616866
"3271","KT11NP",1,518205,169313,-0.301780148722528,51.4105283201158
"3272","KT11NR",1,518120,169313,-0.303001743780583,51.4105460147071
"3273","KT11NU",1,518061,169280,-0.303860650614462,51.4102616965935
"3274","KT11NY",1,517962,169337,-0.305264501173045,51.4107945759859
"3275","KT11PY",1,517772,169279,-0.308014390963325,51.4103127446582
"3276","KT11QJ",2,518370,169448,-0.299363801874898,51.4117072665209
"3277","KT11QP",1,518293,169367,-0.300497444411907,51.4109953203359
"3278","KT11QT",2,518264,169432,-0.300892571188805,51.411585560221
"3279","KT11QY",2,518233,169379,-0.301355757859605,51.4111156732342
"3280","KT11RB",2,518123,169360,-0.302942988460573,51.4109678101758
"3281","KT11RW",2,517947,169303,-0.30549137555092,51.4104921124254
"3282","KT11SP",1,518217,169465,-0.30155706573979,51.4118919434582
"3283","KT11ST",1,518186,169368,-0.302034898909225,51.4110265972517
"3284","KT11TE",1,517887,169407,-0.306319139501357,51.4114392944199
"3285","KT11TG",1,517977,169440,-0.305014690191956,51.4117171878295
"3286","KT11TP",3,517977,169440,-0.305014690191956,51.4117171878295
"3287","KT11TR",6,517977,169440,-0.305014690191956,51.4117171878295
"3288","KT11TX",2,517977,169440,-0.305014690191956,51.4117171878295
"3289","KT11TY",1,517903,169493,-0.306060620613552,51.4122089105169
"3290","KT11UJ",1,518244,169549,-0.301141034681599,51.4126412814061
"3291","KT12BB",1,518033,168792,-0.30442529913198,51.4058815390074
"3292","KT12BZ",1,518077,168691,-0.303826594084635,51.4049646349586
"3293","KT12EY",1,518094,169073,-0.303455247623004,51.4083943865266
"3294","KT12PD",2,518238,169290,-0.301313543753556,51.4103147311287
"3295","KT12RF",1,518444,168854,-0.298498453602731,51.4063531734422
"3296","KT12SF",1,518385,168507,-0.299461993289133,51.4032467663467
"3297","KT12TQ",1,518292,168346,-0.30085197548415,51.4018191373069
"3298","KT12UL",1,518567,169004,-0.296680807489223,51.4076756424757
"3299","KT13DS",1,518838,169132,-0.29274348976075,51.408769389989
"3300","KT220DP",1,516633,160001,-0.327424969927512,51.3271588797719
"3301","KT25AU",1,517917,170243,-0.305610198135206,51.4189467472614
"3302","KT25EN",1,518242,169937,-0.301040507556489,51.4161289025495
"3303","KT25QG",1,518336,171144,-0.299286776412648,51.4269573691436
"3304","KT26HT",1,518690,170025,-0.294571785323966,51.4168262928834
"3305","KT26LN",1,518865,169884,-0.29210363459338,51.4155224139511
"3306","KT26ND",1,518406,169361,-0.298875429460505,51.4109178334967
"3307","KT26PW",1,519113,169706,-0.288598831366298,51.4138706273424
"3308","KT26QL",1,518983,169409,-0.290566840228001,51.4112285805073
"3309","KT26RP",1,518853,169546,-0.292389305893421,51.4124871183745
"3310","KT27PX",1,519504,170070,-0.282856560705633,51.4170599021345
"3311","KT33AA",1,521205,168504,-0.258942001273186,51.4026248040481
"3312","KT33SW",2,520117,168625,-0.274534539709789,51.4039435147499
"3313","KT33SY",1,520274,168673,-0.272262283400845,51.4043416778845
"3314","KT34BH",4,521417,168174,-0.256008614460537,51.3996136498478
"3315","KT34BP",4,521405,168273,-0.256147190284657,51.400505973235
"3316","KT34BT",1,521387,168379,-0.256369589538858,51.4014624912789
"3317","KT34ES",1,521474,168117,-0.255209136113441,51.3990891744065
"3318","KT34EU",1,521453,168295,-0.255449993150812,51.4006934320476
"3319","KT34HD",1,521437,168377,-0.255651847853198,51.4014338248078
"3320","KT34HE",1,521414,168479,-0.255947452324747,51.4023554630407
"3321","KT34HF",1,521403,168543,-0.256083630185286,51.4029330117497
"3322","KT34LE",1,521546,169178,-0.253811494612579,51.4086094351497
"3323","KT34PA",1,522014,168012,-0.247486637190922,51.3980297211897
"3324","KT34QF",1,521274,168813,-0.257845017881534,51.405387192918
"3325","KT34RD",1,521237,169060,-0.258292357068913,51.4076149959601
"3326","KT35RG",1,521413,167488,-0.256300537069266,51.3934491103098
"3327","KT36DD",1,521480,168024,-0.255154735160962,51.3982520581994
"3328","KT47QB",1,520566,165659,-0.26908893362529,51.3771913459549
"3329","KT47RD",1,521537,166487,-0.254861460537656,51.3844261409097
"3330","KT59EN",1,519861,166082,-0.279070915363084,51.3811422309782
"3331","KT59NT",1,519990,165659,-0.277360905780179,51.377313256742
"3332","KT59PB",1,519773,165709,-0.280460432520763,51.3778084135884
"3333","KT64BX",1,517848,167791,-0.30741594857453,51.3969232953309
"3334","KT64ES",1,517511,167788,-0.312258790571888,51.3969661653107
"3335","KT64JL",1,517770,167189,-0.30873615081019,51.3915288769486
"3336","KT64JT",1,517863,167253,-0.307378905187857,51.3920847998572
"3337","KT64JU",1,518011,167361,-0.305216877322162,51.3930247403667
"3338","KT64JZ",2,517928,167309,-0.306426533443523,51.3925746193172
"3339","KT64LF",1,518042,167377,-0.304766208707396,51.3931621015384
"3340","KT64LQ",2,518114,167429,-0.303714551597825,51.3936144927843
"3341","KT64NG",1,517794,167141,-0.308407282324924,51.3910924902182
"3342","KT64NQ",1,517886,167229,-0.307056449940703,51.3918643218578
"3343","KT64NR",2,517942,167267,-0.306239348098017,51.3921942290618
"3344","KT64NS",2,518012,167314,-0.305218120426413,51.3926021110284
"3345","KT64PD",1,518025,167323,-0.305028371717869,51.3926802990514
"3346","KT64PE",1,518070,167315,-0.304384554196218,51.3925990448803
"3347","KT64PJ",1,518156,167406,-0.303118810624689,51.393399040186
"3348","KT64QR",1,518054,167439,-0.304573214238869,51.393716844157
"3349","KT65DE",1,518108,165422,-0.304467529666142,51.3755774256185
"3350","KT65LR",1,517665,167175,-0.310249196067567,51.3914248098295
"3351","KT66AL",1,518551,166984,-0.297584900388623,51.3895239375244
"3352","KT67AB",1,518831,166475,-0.293732847558305,51.3848907197318
"3353","KT67DW",1,519665,166019,-0.281907136171858,51.3806173235688
"3354","KT67EL",1,519697,166108,-0.281417586339877,51.3814104799647
"3355","KT67HL",1,519505,166129,-0.284168117197865,51.3816396338522
"3356","KT67HN",1,519501,166135,-0.284223550722484,51.3816944007988
"3357","KT67HT",1,519675,165922,-0.281796159964636,51.3797434200534
"3358","KT91BA",1,518029,164406,-0.305939084752168,51.3664623049593
"3359","KT91EQ",1,518083,165007,-0.304964307793965,51.3718527163493
"3360","KT91HX",1,518630,164175,-0.297386996609854,51.364261054965
"3361","KT91NU",1,517936,164475,-0.307251506406516,51.3671017593723
"3362","KT92BQ",1,519187,163996,-0.2894500127086,51.3625357709236
"3363","KT92NE",2,517459,162406,-0.314782908715111,51.3486047772613
"3364","KT92NQ",1,517170,161294,-0.319296402756185,51.3386699051294
"3365","SE114DA",1,531289,177843,-0.110594582109637,51.4843090987672
"3366","SE114EA",1,531407,178270,-0.108737393273741,51.4881189908946
"3367","SE114LD",1,531198,178110,-0.111805262736062,51.486729618591
"3368","SE114PP",1,531124,177545,-0.113080038092451,51.4816693319376
"3369","SE114PP",1,531124,177545,-0.113080038092451,51.4816693319376
"3370","SE114PZ",1,531285,177858,-0.110646583900507,51.4844448253765
"3371","SE114RN",1,531747,178596,-0.10372170065447,51.4909695699358
"3372","SE115DE",1,531125,177949,-0.112915771621858,51.4852996904915
"3373","SE115JA",1,530714,177918,-0.118843065903157,51.4851161595829
"3374","SE115QU",2,531078,178108,-0.113533303459543,51.4867394463409
"3375","SE115QY",1,530671,178037,-0.119417996411696,51.4861954972304
"3376","SE115RD",1,530921,178155,-0.115775777278549,51.4871981519119
"3377","SE116AX",1,530736,178858,-0.118178605983804,51.4935585094017
"3378","SE116BY",1,531262,178478,-0.110747337784554,51.4900218463266
"3379","SE116SF",2,531267,178943,-0.110502585730255,51.4941994480651
"3380","SE116SR",2,531263,178786,-0.110618509746327,51.4927894826209
"3381","SE116ST",1,531265,178730,-0.110610525307895,51.4922857700793
"3382","SE17AA",1,531244,179829,-0.110504443741401,51.5021668878963
"3383","SE17AB",1,531162,179751,-0.111714137073597,51.5014849522899
"3384","SE17BL",1,531133,179317,-0.112292864245223,51.4975914989229
"3385","SE17DG",1,531077,179129,-0.113168899653863,51.4959149956103
"3386","SE17GP",1,530726,179738,-0.117996842106659,51.5014690401657
"3387","SE17GQ",1,530750,179825,-0.117619053433275,51.5022453286702
"3388","SE17HR",1,531054,179481,-0.113369413899763,51.4990836025979
"3389","SE17JS",1,530573,178806,-0.120544433846684,51.4931288373
"3390","SE17LY",4,531050,179933,-0.113259250945958,51.5031464650399
"3391","SE17ND",1,530951,180066,-0.114635453692289,51.5043646061904
"3392","SE17NQ",1,530914,179945,-0.11521311193568,51.5032857927782
"3393","SE17NY",1,530828,179775,-0.116514452135179,51.5017779662761
"3394","SE17PB",4,530635,179886,-0.119252379431961,51.502820078716
"3395","SE17PJ",1,530811,179861,-0.116727372184752,51.5025547448689
"3396","SE17PY",1,530811,179861,-0.116727372184752,51.5025547448689
"3397","SE17RW",2,531025,179551,-0.113760985172995,51.4997193802821
"3398","SE17TJ",1,530465,178509,-0.122208905531373,51.4904847124736
"3399","SE17XG",1,531165,179489,-0.111768260147264,51.4991297736454
"3400","SE18LL",3,531417,179890,-0.107990715342832,51.5026749071025
"3401","SE18LW",1,531414,179929,-0.108019396625763,51.5030260795892
"3402","SE18SE",1,531050,179933,-0.113259250945958,51.5031464650399
"3403","SE18SQ",1,531019,180038,-0.113666664165875,51.5040972365706
"3404","SE18SW",2,531050,179933,-0.113259250945958,51.5031464650399
"3405","SE18TJ",1,531224,180154,-0.110671625554754,51.5050921614616
"3406","SE18TN",1,531333,180073,-0.109132168791903,51.5043389542626
"3407","SE18XP",1,531244,179982,-0.110447569550784,51.5035418325598
"3408","SE18XX",3,530795,180218,-0.116825496810352,51.505766659608
"3409","SE18YP",1,530943,180170,-0.114712076230197,51.5053010629289
"3410","SE191QH",1,533335,171086,-0.0836906923428536,51.4231091369911
"3411","SE191TU",1,533510,170730,-0.0813092510261963,51.4198687725294
"3412","SE191TX",1,533646,170736,-0.0793522807253682,51.4198906736741
"3413","SE19PP",3,531248,180416,-0.110228612976896,51.5074410722334
"3414","SE218BW",3,532816,172493,-0.0906237242427108,51.4358749925184
"3415","SE218EZ",1,532528,172587,-0.0947294413833591,51.4367871129735
"3416","SE240JT",1,531932,174371,-0.102634525616857,51.452958218944
"3417","SE240NG",1,531894,174350,-0.103188919121802,51.4527783452818
"3418","SE249QH",1,532019,174387,-0.101377200853025,51.4530817443661
"3419","SE270HS",1,531894,171925,-0.104091646335342,51.4309857796541
"3420","SE270JD",1,531865,171952,-0.104498524078681,51.4312351622845
"3421","SE270QT",1,531848,171024,-0.105087967997888,51.422899499174
"3422","SE279AF",2,531861,172399,-0.104389755426921,51.4352531215367
"3423","SE279BW",1,531756,172912,-0.105708714549193,51.4398876748747
"3424","SE279DL",2,531918,172343,-0.103591057401794,51.4347366130973
"3425","SE279DW",1,531929,172281,-0.103455978653124,51.434176882745
"3426","SE279HE",1,532321,172486,-0.0977434619581997,51.4359278075359
"3427","SE279JS",1,532055,171897,-0.101787452196976,51.4306966906864
"3428","SE279ND",1,532341,171111,-0.0979691333650242,51.4235665476231
"3429","SE279QY",1,533035,171570,-0.0878213162644674,51.4275290644766
"3430","SE50RS",1,531667,177246,-0.105376263692656,51.4788563226428
"3431","SE58RX",1,532539,176348,-0.0931634077043208,51.4705829786028
"3432","SE59AR",1,532258,175678,-0.0974571721966374,51.4646276774707
"3433","SW129DY",1,528838,174235,-0.147187311816199,51.4524478456063
"3434","SW161BB",3,530106,171896,-0.129807882304893,51.4311381441122
"3435","SW161BH",1,530103,172034,-0.12980036860213,51.4323790073516
"3436","SW161BJ",3,530124,172078,-0.129482296491475,51.4327696075485
"3437","SW161BN",1,530175,172178,-0.128712330942702,51.4336565805534
"3438","SW161BS",1,530178,172340,-0.128609703016985,51.4351117479671
"3439","SW161BW",1,530175,172234,-0.128691765764035,51.4341598394893
"3440","SW161BZ",1,530206,172535,-0.128135481006852,51.4368577380758
"3441","SW161DA",1,530201,172499,-0.128220599250262,51.4365353627931
"3442","SW161DB",1,530236,172619,-0.127673254940778,51.4376057362438
"3443","SW161EH",1,530285,172541,-0.12699736650071,51.4368935131797
"3444","SW161HE",1,530231,172285,-0.12786787403243,51.434605307198
"3445","SW161HJ",1,530086,171731,-0.130155958872453,51.4296599130759
"3446","SW161HS",1,530050,171762,-0.130662137206869,51.4299467587637
"3447","SW161UB",1,530074,172083,-0.130199328510881,51.4328260112819
"3448","SW163QB",1,530239,170597,-0.12837280314617,51.4194337953626
"3449","SW165SQ",1,529490,170126,-0.139310228940094,51.4153724186034
"3450","SW165YP",1,529829,170200,-0.134411073852369,51.4159599889378
"3451","SW166HG",1,530004,171507,-0.131416948680622,51.4276656731212
"3452","SW166HP",2,530022,171276,-0.131242881410929,51.4255855987903
"3453","SW166HT",1,530003,171191,-0.131547166244253,51.4248260757767
"3454","SW21DF",1,531172,174653,-0.113461523657369,51.4556688734474
"3455","SW21EB",1,531138,175100,-0.113784997062028,51.4596937768799
"3456","SW21SD",1,530588,174259,-0.122007357716244,51.4522629960465
"3457","SW22UB",1,530821,174011,-0.118747650519025,51.4499805616083
"3458","SW24AH",1,530387,173422,-0.125206559306915,51.4447873855948
"3459","SW24EN",1,530248,173710,-0.127099631883006,51.4474075201435
"3460","SW24PZ",1,530320,173567,-0.126116747270455,51.4461058685557
"3461","SW24UE",1,530345,172736,-0.126062930337407,51.4386321402195
"3462","SW25RJ",1,530399,175093,-0.124418628443079,51.4598014310971
"3463","SW25RS",1,530722,175107,-0.119766861449123,51.4598528149381
"3464","SW25SG",1,530889,175236,-0.117316736795563,51.460973540457
"3465","SW25TN",1,530458,175050,-0.123585716765665,51.4594014211868
"3466","SW40DR",1,529236,175734,-0.140915327000776,51.4658284288081
"3467","SW40HG",1,529155,175794,-0.142058838139768,51.4663861096921
"3468","SW40HY",2,529360,175317,-0.139283681352883,51.4620526407421
"3469","SW40JL",1,529241,175545,-0.140912420571155,51.4641287864577
"3470","SW40LB",1,529182,175546,-0.141760904990351,51.4641512302946
"3471","SW46AD",1,529370,176097,-0.138854624772471,51.4690600383766
"3472","SW46EU",1,529714,175766,-0.13402624477289,51.4660067508839
"3473","SW46JP",1,530135,176180,-0.127816708958964,51.4696306884628
"3474","SW47AA",1,529463,175264,-0.137821249821555,51.4615528144674
"3475","SW47AB",1,529407,175187,-0.138655045128713,51.460873626487
"3476","SW47AJ",1,529428,175291,-0.138314901086499,51.4618034540683
"3477","SW47BX",1,529689,175060,-0.134644670433574,51.4596678282351
"3478","SW47EX",2,529925,175086,-0.131240078229946,51.4598474156891
"3479","SW47EY",1,530019,175095,-0.129884503204508,51.4599067332694
"3480","SW47SQ",1,530061,175588,-0.129099114945985,51.4643275494371
"3481","SW47SS",3,529565,175334,-0.136328206922099,51.4621585707807
"3482","SW47SZ",1,529573,175340,-0.136210917202027,51.4622106617423
"3483","SW47TB",1,529693,175410,-0.134458869246722,51.4628122766767
"3484","SW47TS",1,530003,175652,-0.129910061609562,51.4649160129891
"3485","SW47UD",2,529444,175334,-0.138068988955541,51.462186229826
"3486","SW47UF",1,529467,175357,-0.137729682102273,51.4623876700004
"3487","SW47UG",2,529508,175376,-0.137132874420416,51.4625490476387
"3488","SW47UH",1,529606,175423,-0.135705761066842,51.4629490143519
"3489","SW47UJ",1,529665,175450,-0.134847043556283,51.4631781560268
"3490","SW47UL",1,529747,175498,-0.133649717164012,51.4635907458711
"3491","SW47UR",3,529859,175591,-0.132004240280997,51.4644008503513
"3492","SW47UT",1,529967,175664,-0.130423601603353,51.465032114217
"3493","SW49DE",2,528971,174810,-0.145064827232563,51.4575850154468
"3494","SW49DW",1,528896,174381,-0.14629991232672,51.4537467341797
"3495","SW49JX",2,529318,174459,-0.140201369705949,51.4543515656425
"3496","SW49NG",1,529342,174439,-0.13986345532957,51.4541663526251
"3497","SW81LA",1,530720,177484,-0.118917206347936,51.4812145723207
"3498","SW81QR",2,530343,177307,-0.124408440158457,51.4797108514697
"3499","SW81QU",1,530393,177308,-0.123688469544353,51.4797083253464
"3500","SW81RN",1,530346,177443,-0.124315120491287,51.4809323483163
"3501","SW81SJ",2,530349,177880,-0.124110792590714,51.4848588315362
"3502","SW81SP",1,530379,177958,-0.123650208739753,51.4855528824197
"3503","SW81SR",1,530425,177886,-0.123014660948961,51.4848952462859
"3504","SW81XA",1,530422,177240,-0.123296185704912,51.4790905524292
"3505","SW82JL",1,529797,176670,-0.132500351348665,51.4741117438377
"3506","SW82JR",2,529752,176668,-0.133148650852346,51.4741040826464
"3507","SW82JU",1,529876,176881,-0.131286022707565,51.4759898286654
"3508","SW82LA",1,529930,176989,-0.130469229087707,51.4769480055703
"3509","SW82LE",2,530225,177952,-0.125869078329482,51.4855344112267
"3510","SW83AD",1,528927,176064,-0.145240912051176,51.4688644845815
"3511","SW83JD",1,529234,176136,-0.140797256829135,51.4694415694027
"3512","SW83RX",1,528586,175831,-0.150232189647622,51.4668480709082
"3513","SW84ET",1,529763,176680,-0.132985953970924,51.4742094029216
"3514","SW90JG",1,531078,177462,-0.113772872236822,51.4809340948624
"3515","SW90TP",1,530880,176237,-0.117075944360194,51.4699712654032
"3516","SW96AP",1,531145,176542,-0.113149803366156,51.4726508889889
"3517","SW96BA",1,531149,176907,-0.112956885527514,51.4759300803305
"3518","SW96BD",1,531141,176993,-0.113040117011983,51.4767047824944
"3519","SW96DE",1,531324,177409,-0.11025205125637,51.4804007975648
"3520","SW97DG",2,531092,175551,-0.114279679410046,51.4637574009277
"3521","SW97EX",1,531803,175740,-0.103980215151297,51.4652908926465
"3522","SW97LL",1,531706,175919,-0.105309155337627,51.4669220543447
"3523","SW97TA",1,531343,176349,-0.110372310115729,51.470870586914
"3524","SW98DR",1,530785,175339,-0.118774828037647,51.4619231846072
"3525","SW98EA",4,531019,175460,-0.115363618748619,51.4629565033388
"3526","SW98ED",1,531005,175520,-0.115542820325514,51.4634989401526
"3527","SW98EH",1,531004,175393,-0.115604221794397,51.4623578662905
"3528","SW98EN",1,530978,175297,-0.116013800597085,51.4615011586811
"3529","SW98ER",1,530978,175297,-0.116013800597085,51.4615011586811
"3530","SW98HE",1,531076,175437,-0.114552096517277,51.4627366252383
"3531","SW98HE",3,531076,175437,-0.114552096517277,51.4627366252383
"3532","SW98HH",3,531074,175331,-0.114620129759931,51.4617845030301
"3533","SW98HL",1,531045,175327,-0.115038814282021,51.4617552649976
"3534","SW98HY",1,531082,175458,-0.114457998148422,51.4629239566269
"3535","SW98LF",1,531181,175342,-0.113076717165616,51.4618585909183
"3536","SW98LQ",2,531236,175323,-0.112292514906615,51.4616751071002
"3537","SW98RX",1,531481,175424,-0.108730361303907,51.4625259507224
"3538","SW99AE",1,530355,176348,-0.124589245563991,51.4710898620275
"3539","SW99AE",1,530355,176348,-0.124589245563991,51.4710898620275
"3540","SW99BG",1,530493,176431,-0.122572898764144,51.471803977049
"3541","SW99BT",1,530116,175860,-0.128207792278023,51.466759306103
"3542","SW99PH",1,530287,175747,-0.125789058233616,51.4657045035014
"3543","SW99SL",1,531026,175726,-0.115164416879604,51.4653453334825
"3544","SW99SP",1,531032,175655,-0.115104384763811,51.4647058935941
"3545","BR14JY",1,538855,171096,-0.00434576085394607,51.4218748188842
"3546","BR14PH",1,538858,171466,-0.00415778316238319,51.4251989501464
